Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,19,TRUE,0,3.885185834
2,14,TRUE,0,2.679041705
3,19,TRUE,0,2.786715599
4,13,TRUE,0,2.991779447
5,21,TRUE,0,3.245832937
6,16,TRUE,0,3.367421389
7,16,TRUE,0,2.693207726
8,17,TRUE,0,3.97584029
9,16,TRUE,0,3.523251952
10,14,TRUE,0,2.983233374
