Population,Input Num,Killed Conf
1,553,0.0055
2,552,0.0032
3,515,0.0055
4,529,0.0055
5,558,0.0032
6,544,0.0055
7,625,0.0037
8,574,0.0055
9,605,0.0055
10,572,0.0032
