Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,26,TRUE,8.60E-05,5.164241861
2,22,TRUE,8.72E-05,2.87427383
3,18,TRUE,8.58E-05,3.816514382
4,18,TRUE,0.000126735,2.744067055
5,18,TRUE,8.49E-05,4.114449671
6,18,TRUE,8.07E-05,4.501460797
7,24,TRUE,8.18E-05,3.188301338
8,16,TRUE,7.72E-05,4.734683317
9,24,TRUE,8.43E-05,4.041717984
10,20,TRUE,0.000116362,2.38213948
