0,0.99875623
1,0.9983416
2,0.99875623
3,0.99896353
4,0.9985489
5,0.9983416
6,0.9985489
7,0.9985489
8,0.99917084
9,0.9985489
10,0.99875623
11,0.99875623
12,0.9983416
13,0.9985489
14,0.99875623
15,0.99875623
16,0.99917084
17,0.99896353
18,0.9985489
19,0.9983416
0,0.9997927
1,0.99917084
2,0.9997927
3,0.9993781
4,0.9993781
5,0.9993781
6,0.99917084
7,0.9995854
8,0.9993781
9,0.99917084
10,0.9995854
11,0.9995854
12,0.99896353
13,0.9997927
14,0.9995854
15,0.99917084
16,0.9995854
17,0.9997927
18,0.9993781
19,0.9997927
