Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,18,TRUE,8.50E-05,3.221746808
2,14,TRUE,0.000463529,1.963280049
3,14,TRUE,8.29E-05,2.896655364
4,9,TRUE,0.000115563,2.470205637
5,15,TRUE,0.000125933,2.820810254
6,10,TRUE,8.41E-05,3.660533655
7,13,TRUE,0.000269628,1.951159929
8,12,TRUE,8.29E-05,2.663268733
9,11,TRUE,0.000165474,2.887181687
10,11,TRUE,0.000184024,2.471060063
