0,100,,0.0010188290449538871,-1.5251961556743012,True
0,100,50.0,0.5256531981764858,-0.23368385711547116,False
50.0,100,75.0,0.910824985273362,0.2727464729887754,False
75.0,100,87.5,0.2471446025403431,-0.3186993139761302,False
87.5,100,93.75,0.02276874371892181,-0.44846920463497947,False
93.75,100,96.88,0.2471446025403431,0.3635257415671629,False
100,96.88
0,100,,0.0010188290449538871,-1.525196487141304,True
0,100,50.0,0.5256531981764858,-0.23368389513970747,False
50.0,100,75.0,0.910824985273362,0.2727463819194,False
75.0,100,87.5,0.2471446025403431,-0.31869857739836455,False
87.5,100,93.75,0.02276874371892181,-0.44846962096085924,False
93.75,100,96.88,0.2471446025403431,0.36352577736862285,False
100,96.88
