0,1.0
1,0.9993786
2,0.9997929
3,0.9993786
4,0.9993786
5,0.99958575
6,0.99958575
7,0.99896437
8,0.9991715
9,0.9993786
10,0.9991715
11,0.99896437
12,0.99958575
13,0.99958575
14,0.9997929
15,0.99958575
16,0.99958575
17,0.9997929
18,0.99958575
19,0.99958575
0,1.0
1,0.9993786
2,0.9997929
3,0.9993786
4,0.9993786
5,0.99958575
6,0.99958575
7,0.99896437
8,0.9991715
9,0.9993786
10,0.9991715
11,0.99896437
12,0.99958575
13,0.99958575
14,0.9997929
15,0.99958575
16,0.99958575
17,0.9997929
18,0.99958575
19,0.99958575
