Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,33,TRUE,0,3.2958335
2,31,TRUE,0,4.012124129
3,32,TRUE,0,3.189129575
4,26,TRUE,0,3.761781294
5,28,TRUE,0,4.334811443
6,25,TRUE,0,3.323231826
7,22,TRUE,0,1.86998137
8,29,TRUE,0,4.022308707
9,26,TRUE,0,2.890168642
10,31,TRUE,0,3.543193723
