Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,18,TRUE,0,2.902421591
2,18,TRUE,0,2.434719626
3,22,TRUE,0,2.096464156
4,17,TRUE,0,1.50572293
5,20,TRUE,0,2.213432683
6,14,TRUE,0,2.116257865
7,18,TRUE,0,2.174709419
8,21,TRUE,0,1.776712944
9,18,TRUE,0,2.073191719
10,15,TRUE,0,2.061550853
