Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,29,TRUE,0,4.614382468
2,23,TRUE,0,3.087016307
3,29,TRUE,0,3.851569735
4,23,TRUE,0,2.578455015
5,31,TRUE,0,3.932459422
6,23,TRUE,0,3.717960567
7,26,TRUE,0,3.372940387
8,25,TRUE,0,4.703161019
9,23,TRUE,0,4.356512434
10,34,TRUE,0,3.218125117
