0,0.99834126
1,0.9985486
2,0.99875593
3,0.9985486
4,0.9985486
5,0.99875593
6,0.99917066
7,0.99875593
8,0.9989633
9,0.9985486
10,0.9985486
11,0.9985486
12,0.99875593
13,0.9989633
14,0.99834126
15,0.9985486
16,0.9989633
17,0.9985486
18,0.99834126
19,0.99937797
0,0.99834126
1,0.9985486
2,0.99875593
3,0.9985486
4,0.9985486
5,0.99875593
6,0.99917066
7,0.99875593
8,0.9989633
9,0.9985486
10,0.9985486
11,0.9985486
12,0.99875593
13,0.9989633
14,0.99834126
15,0.9985486
16,0.9989633
17,0.9985486
18,0.99834126
19,0.99937797
