Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,13,TRUE,0.002652738,1.334488536
2,10,TRUE,0.002545936,1.368527235
3,13,TRUE,0.00058533,1.437227967
4,9,TRUE,0.000979106,1.555795226
5,15,TRUE,0.005665644,0.918314056
6,9,TRUE,0.032849468,0.81669986
7,10,TRUE,0.014250864,1.001879799
8,11,TRUE,0.002003071,1.169383989
9,10,TRUE,0.004002668,1.097869147
10,10,TRUE,0.003670494,1.413382828
