Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,10,TRUE,0.000623075,1.682957264
2,9,TRUE,0.001660377,1.320858458
3,7,TRUE,0.00026638,2.149142882
4,10,TRUE,0.000286801,1.982015642
5,11,TRUE,7.68E-05,2.705844585
6,7,TRUE,0.006510982,0.894734178
7,8,TRUE,0.00016184,2.057964221
8,5,TRUE,6.21E-05,2.460604768
9,6,TRUE,0.000111228,2.399518628
10,7,TRUE,0.000303075,2.21449206
