0,1.0
1,0.9993786
2,1.0
3,0.9993786
4,0.9991715
5,0.9993786
6,0.99958575
7,0.99896437
8,0.9993786
9,0.9991715
10,0.99896437
11,0.99896437
12,0.99958575
13,0.9993786
14,0.99958575
15,0.9993786
16,0.9993786
17,0.9997929
18,0.99958575
19,0.9993786
0,1.0
1,0.9993786
2,1.0
3,0.9993786
4,0.9991715
5,0.9993786
6,0.99958575
7,0.99896437
8,0.9993786
9,0.9991715
10,0.99896437
11,0.99896437
12,0.99958575
13,0.9993786
14,0.99958575
15,0.9993786
16,0.9993786
17,0.9997929
18,0.99958575
19,0.9993786
0,1.0
1,0.9993786
2,1.0
3,0.9993786
4,0.9991715
5,0.9993786
6,0.99958575
7,0.99896437
8,0.9993786
9,0.9991715
10,0.99896437
11,0.99896437
12,0.99958575
13,0.9993786
14,0.99958575
15,0.9993786
16,0.9993786
17,0.9997929
18,0.99958575
19,0.9993786
