Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,22,TRUE,0,2.939055086
2,16,TRUE,0,2.327199669
3,18,TRUE,0,2.721693138
4,12,TRUE,0,2.376685091
5,16,TRUE,0,4.405891605
6,12,TRUE,0,2.311896552
7,15,TRUE,0.003,0.943889212
8,14,TRUE,0,3.284351146
9,13,TRUE,0,2.894502809
10,16,TRUE,0,2.574704087
