0,1.0
1,0.9995869
2,0.9997934
3,0.9993803
4,0.9991737
5,0.9991737
6,0.9995869
7,0.9987606
8,0.9991737
9,0.9991737
10,0.9989672
11,0.9989672
12,0.9995869
13,0.9993803
14,0.9995869
15,0.9993803
16,0.9993803
17,0.9997934
18,0.9995869
19,0.9995869
