0,0.99937797
1,0.9989633
2,0.99937797
3,0.9989633
4,0.99937797
5,0.99917066
6,0.99917066
7,0.99937797
8,0.99917066
9,0.99917066
10,0.99958533
11,0.99917066
12,0.9989633
13,0.99958533
14,0.99937797
15,0.9989633
16,0.99937797
17,0.99937797
18,0.9989633
19,0.99958533
0,0.99937797
1,0.9989633
2,0.99937797
3,0.9989633
4,0.99937797
5,0.99917066
6,0.99917066
7,0.99937797
8,0.99917066
9,0.99917066
10,0.99958533
11,0.99917066
12,0.9989633
13,0.99958533
14,0.99937797
15,0.9989633
16,0.99937797
17,0.99937797
18,0.9989633
19,0.99958533
