Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,23,TRUE,0,2.875823786
2,27,TRUE,0,2.500943684
3,24,TRUE,0,2.235724264
4,22,TRUE,0,1.510289199
5,24,TRUE,0,2.352152243
6,16,TRUE,0,2.205827262
7,27,TRUE,0,2.206039118
8,27,TRUE,0,1.963801749
9,20,TRUE,0,2.1733187
10,22,TRUE,0,2.176505218
