Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,17,TRUE,0,1.469299226
2,11,TRUE,0,1.487515352
3,13,TRUE,0,1.228452554
4,10,TRUE,0,1.266291945
5,14,TRUE,0.005,0.889137723
6,9,TRUE,0.026,0.703133781
7,9,TRUE,0.003,0.936622719
8,11,TRUE,0,1.182804686
9,11,TRUE,0,1.327935394
10,10,TRUE,0,1.392028893
