Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,10,TRUE,0.004973425,1.227438184
2,15,TRUE,0.00185082,1.07590858
3,12,TRUE,0.014240163,0.967255481
4,14,TRUE,0.000276713,1.699472745
5,11,TRUE,0.002545948,0.997460246
6,10,FALSE,0.221357499,0.45842007
7,16,TRUE,0.009892008,1.062255433
8,16,TRUE,0.005206003,0.926525135
9,9,TRUE,0.027480696,0.807689214
10,10,TRUE,0.021564315,1.035253414
