Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,17,TRUE,8.09E-05,3.693485787
2,7,TRUE,0.000118703,2.739128431
3,13,TRUE,8.07E-05,2.524663698
4,9,TRUE,0.000123354,2.688831879
5,15,TRUE,8.62E-05,3.152490621
6,9,TRUE,8.22E-05,3.448897506
7,11,TRUE,0.000204658,2.034957444
8,11,TRUE,8.09E-05,4.164815428
9,11,TRUE,8.43E-05,4.123997838
10,11,TRUE,8.50E-05,3.13023072
