Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,18,TRUE,8.62E-05,2.203879541
2,27,TRUE,8.76E-05,3.427340755
3,22,TRUE,0.000125335,2.370477212
4,29,TRUE,0.000127945,3.152748957
5,22,TRUE,8.57E-05,3.211955939
6,16,TRUE,8.51E-05,3.029655715
7,18,TRUE,0.000993639,1.144408108
8,24,TRUE,8.23E-05,2.312850481
9,16,TRUE,0.000156727,2.454654005
10,16,TRUE,0.000176606,2.531124526
