Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,26,TRUE,0,4.770866513
2,18,TRUE,0,3.527790077
3,22,TRUE,0,3.990105474
4,21,TRUE,0,2.68940388
5,25,TRUE,0,3.789078506
6,19,TRUE,0,4.092328043
7,23,TRUE,0,3.84492104
8,22,TRUE,0,4.681742525
9,21,TRUE,0,4.627613225
10,32,TRUE,0,3.493199468
