Run Num,Input Num,WLX Killed,WLX p-value,Effect Size
1,16,TRUE,0.000123354,2.410122151
2,18,TRUE,0.000119079,2.743336121
3,14,TRUE,7.44E-05,3.247319405
4,9,TRUE,0.005192039,1.248091194
5,18,TRUE,0.000130802,2.093537489
6,14,TRUE,0.000289437,1.808631354
7,20,TRUE,0.001405793,1.206986647
8,12,TRUE,0.002732476,1.140125193
9,13,TRUE,8.51E-05,3.404448415
10,16,TRUE,8.60E-05,2.08038657
